"FOREST","PLAN","STRA","SPLT","PLOT","DIST","COMP","STAN","DDATE","INVT","SITE","ASPC","SLOP","ELEV","STRC","HIST","HSDT","DACC","ECOT","LFRM","TRID","POIN","NCNT","FACT","SPEC","SRFC","GFRM","SPFE","R5TC","OPTC","COVR","HEIG","NTPA","PCLU","PSTA","PSTR","CSTR","GIS_LINK","PROJECT_NAME","FLD_ID"
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","GR","G","0002",0.00,24.07,"2GP","",""," ","5","",3.00,2.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6430.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0002",0.00,24.07,"ADFA","","","","4","",10.00,6.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6431.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0002",0.00,24.07,"CEGRV","","","","4","",1.00,3.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6432.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0002",0.00,24.07,"CEMOG","","","","4","",15.00,9.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6433.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0002",0.00,24.07,"ERCR2","","","","4","",1.00,5.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6434.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0002",0.00,24.07,"ERFA2","","","","4","",3.00,2.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6435.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0002",0.00,24.07,"SAAP2","","","","4","",3.00,3.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6436.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0002",0.00,24.07,"SAME3","","","","4","",3.00,3.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6437.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0002",0.00,24.07,"YUWH","","","","4","",3.00,3.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6438.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0002",0.00,10.00,"","BARE","","","6","",13.80,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6439.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0002",0.00,10.00,"","BAVE","","","6","",5.00,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6440.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0002",0.00,10.00,"","LICH","","","6","",2.50,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6441.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0002",0.00,10.00,"","LITT","","","6","",46.30,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6442.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0002",0.00,10.00,"","ROCK","","","6","",29.30,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6443.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0002",0.00,10.00,"","WOOD","","","6","",3.30,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6444.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0003",0.00,24.07,"ADFA","","","","4","",70.00,7.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6445.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0003",0.00,24.07,"ARGL4","","","","4","",25.00,8.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6446.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0003",0.00,24.07,"CEGRV","","","","4","",2.00,8.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6447.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0003",0.00,24.07,"ERFA2","","","","4","",1.00,2.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6448.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0003",0.00,10.00,"","BARE","","","6","",21.30,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6449.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0003",0.00,10.00,"","BAVE","","","6","",1.30,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6450.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0003",0.00,10.00,"","LITT","","","6","",59.80,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6451.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0003",0.00,10.00,"","MOSS","","","6","",1.30,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6452.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0003",0.00,10.00,"","ROCK","","","6","",11.30,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6453.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0003",0.00,10.00,"","WOOD","","","6","",5.30,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6454.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","FB","E","0004",0.00,24.07,"MARAH","","","","5","",1.00,1.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6455.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","GR","G","0004",0.00,24.07,"2GP","",""," ","5","",2.00,2.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6456.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0004",0.00,24.07,"ADFA","","","","4","",25.00,8.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6457.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0004",0.00,24.07,"ARGL4","","","","4","",25.00,10.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6458.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0004",0.00,24.07,"CEGRV","","","","4","",1.00,5.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6459.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0004",0.00,24.07,"CEMOG","","","","4","",3.00,6.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6460.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0004",0.00,24.07,"ERFA2","","","","4","",1.00,2.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6461.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0004",0.00,24.07,"PRIL","","","","4","",1.00,4.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6462.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0004",0.00,24.07,"QUCH2","","","","4","",5.00,8.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6463.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0004",0.00,24.07,"QUJO3","","","","4","",3.00,5.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6464.00
"01","1","ZCS","A","601","  ","          ","    ","122007","FI","E25","  0","  0",3054.00," ","","","","  ESCX0300","SH","B","0004",0.00,24.07,"YUWH","","","","4","",3.00,3.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6465.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0004",0.00,10.00,"","BARE","","","6","",12.00,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6466.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0004",0.00,10.00,"","BAVE","","","6","",5.00,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6467.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0004",0.00,10.00,"","LICH","","","6","",1.50,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6468.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0004",0.00,10.00,"","LITT","","","6","",69.80,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6469.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0004",0.00,10.00,"","ROCK","","","6","",8.30,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6470.00
"01","1","ZCS","A","601","  ","   "," ","122007","FI","E25","  0","  0",3054.00," ","","","","ESCX03","","Z","0004",0.00,10.00,"","WOOD","","","6","",3.50,0.00,0.00,4.00,0.00,24.00,6.00,"ANFPLUS10_101601","ANFPLUS10_1",6471.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","FB","E","0001",0.00,24.07,"2FORB","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3868.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","FB","E","0001",0.00,24.07,"2FORB","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3869.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0001",0.00,24.07,"ARGL4","","","","4","",40.00,5.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3870.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0001",0.00,24.07,"PUTR2","","","","4","",2.00,6.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3871.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0001",0.00,24.07,"QUTU2","","","","4","",8.00,6.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3872.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0001",0.00,10.00,"","BARE","","","6","",10.50,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3873.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0001",0.00,10.00,"","BAVE","","","6","",2.00,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3874.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0001",0.00,10.00,"","LITT","","","6","",56.00,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3875.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0001",0.00,10.00,"","ROCK","","","6","",30.30,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3876.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0001",0.00,10.00,"","WOOD","","","6","",1.30,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3877.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","  FI","E50","194"," 45",5289.00," ","","","","","TR","C","0002",2.00,24.07,"PIMO","","EN","","3","",9.30,12.00,48.14,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3878.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","FB","E","0002",0.00,24.07,"2FORB","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3879.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","FB","E","0002",0.00,24.07,"2FORB","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3880.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","FB","E","0002",0.00,24.07,"GALIU","","","","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3881.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0002",0.00,24.07,"ARGL4","","","","4","",35.00,6.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3882.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0002",0.00,24.07,"QUTU2","","","","4","",8.00,6.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3883.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0002",0.00,24.07,"YUWH","","","","4","",3.00,3.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3884.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0002",0.00,10.00,"","BARE","","","6","",16.30,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3885.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0002",0.00,10.00,"","BAVE","","","6","",1.00,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3886.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0002",0.00,10.00,"","LITT","","","6","",79.80,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3887.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0002",0.00,10.00,"","ROCK","","","6","",2.00,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3888.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0002",0.00,10.00,"","WOOD","","","6","",1.00,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3889.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","  FI","E50","194"," 45",5289.00," ","","","","","TR","C","0003",1.00,24.07,"PIMO","","EN","","2","",7.40,27.00,24.07,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3890.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","  FI","E50","194"," 45",5289.00," ","","","","","TR","C","0003",1.00,24.07,"PIMO","","EN","","3","",4.60,20.00,24.07,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3891.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","GR","G","0003",0.00,24.07,"CAREX","","","","5","",10.00,2.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3892.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0003",0.00,24.07,"ARGL4","","","","4","",68.00,7.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3893.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0003",0.00,24.07,"CEMOG","","","","4","",1.00,12.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3894.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0003",0.00,24.07,"CHRYS9","","","","4","",1.00,3.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3895.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0003",0.00,10.00,"","BARE","","","6","",2.00,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3896.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0003",0.00,10.00,"","BAVE","","","6","",1.30,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3897.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0003",0.00,10.00,"","LITT","","","6","",90.00,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3898.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0003",0.00,10.00,"","ROCK","","","6","",4.50,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3899.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0003",0.00,10.00,"","WOOD","","","6","",2.30,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3900.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","FB","E","0004",0.00,24.07,"2FORB","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3901.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","FB","E","0004",0.00,24.07,"2FORB","",""," ","5","",2.00,2.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3902.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","FB","E","0004",0.00,24.07,"GALIU","","","","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3903.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0004",0.00,24.07,"2SHRUB","",""," ","4","",5.00,2.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3904.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0004",0.00,24.07,"ARGL4","","","","4","",40.00,5.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3905.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0004",0.00,24.07,"CHRYS9","","","","4","",3.00,2.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3906.00
"01","1","ZCZ","A","102","  ","          ","    ","072010","FI","E50","194"," 45",5289.00," ","","","","  PCSP0000","SH","B","0004",0.00,24.07,"QUTU2","","","","4","",6.00,6.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3907.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0004",0.00,10.00,"","BARE","","","6","",5.00,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3908.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0004",0.00,10.00,"","BAVE","","","6","",2.50,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3909.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0004",0.00,10.00,"","LITT","","","6","",83.30,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3910.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0004",0.00,10.00,"","ROCK","","","6","",6.50,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3911.00
"01","1","ZCZ","A","102","  ","   "," ","072010","FI","E50","194"," 45",5289.00," ","","","","PCSP00","","Z","0004",0.00,10.00,"","WOOD","","","6","",2.80,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101102","ANFPLUS10_1",3912.00
"01","1","ZCZ","A","200","  ","   "," ","062010","FI","E50","  0","  0",5810.00," ","","","","      ","","Z","0001",0.00,10.00,"","BARE","","","6","",64.00,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6355.00
"01","1","ZCZ","A","200","  ","   "," ","062010","FI","E50","  0","  0",5810.00," ","","","","      ","","Z","0001",0.00,10.00,"","BAVE","","","6","",5.80,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6356.00
"01","1","ZCZ","A","200","  ","   "," ","062010","FI","E50","  0","  0",5810.00," ","","","","      ","","Z","0001",0.00,10.00,"","LITT","","","6","",18.50,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6357.00
"01","1","ZCZ","A","200","  ","   "," ","062010","FI","E50","  0","  0",5810.00," ","","","","      ","","Z","0001",0.00,10.00,"","ROCK","","","6","",8.00,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6358.00
"01","1","ZCZ","A","200","  ","   "," ","062010","FI","E50","  0","  0",5810.00," ","","","","      ","","Z","0001",0.00,10.00,"","WOOD","","","6","",3.80,0.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6359.00
"01","1","ZCZ","A","200","  ","          ","    ","062010","FI","E50","  0","  0",5810.00," ","","","","          ","FB","E","0001",0.00,24.07,"2FORB","",""," ","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6360.00
"01","1","ZCZ","A","200","  ","          ","    ","062010","FI","E50","  0","  0",5810.00," ","","","","          ","FB","E","0001",0.00,24.07,"LUPIN","","","","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6361.00
"01","1","ZCZ","A","200","  ","          ","    ","062010","FI","E50","  0","  0",5810.00," ","","","","          ","FB","E","0001",0.00,24.07,"OPBA2","","","","5","",1.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6362.00
"01","1","ZCZ","A","200","  ","          ","    ","062010","FI","E50","  0","  0",5810.00," ","","","","          ","GR","G","0001",0.00,24.07,"ACSP12","","","","5","",2.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6363.00
"01","1","ZCZ","A","200","  ","          ","    ","062010","FI","E50","  0","  0",5810.00," ","","","","          ","GR","G","0001",0.00,24.07,"MUHLE","","","","5","",2.00,1.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6364.00
"01","1","ZCZ","A","200","  ","          ","    ","062010","FI","E50","  0","  0",5810.00," ","","","","          ","SH","B","0001",0.00,24.07,"AGDE","","","","4","",5.00,2.00,0.00,4.00,0.00,8.00,2.00,"ANFPLUS10_101200","ANFPLUS10_1",6365.00
